image_id,image_path,true_label,perturbation,original_prediction,perturbed_prediction,prediction_changed,original_tb_probability,perturbed_tb_probability,probability_change,absolute_probability_change,cosine_similarity,spearman_correlation,jaccard_top10
MCUCXR_0017_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0017_0.png,0,brightness_plus,0,0,0,0.0007747196941636503,0.000896386569365859,0.00012166687520220876,0.00012166687520220876,0.8391493639865146,0.6821912902982923,0.31335078534031413
MCUCXR_0017_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0017_0.png,0,brightness_minus,0,0,0,0.0007747196941636503,0.0008557008695788682,8.098117541521788e-05,8.098117541521788e-05,0.8469537475571738,0.6990997923413509,0.3327135077699562
MCUCXR_0017_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0017_0.png,0,contrast_plus,0,0,0,0.0007747196941636503,0.0010145250707864761,0.00023980537662282586,0.00023980537662282586,0.8393411384227878,0.6929452425167523,0.32707313847374686
MCUCXR_0017_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0017_0.png,0,contrast_minus,0,0,0,0.0007747196941636503,0.0007661734125576913,-8.546281605958939e-06,8.546281605958939e-06,0.8507231982253427,0.7155300026142257,0.3423411371237458
MCUCXR_0017_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0017_0.png,0,gaussian_noise,0,0,0,0.0007747196941636503,0.053193338215351105,0.052418618521187454,0.052418618521187454,0.7066221941569057,0.5868054728924185,0.18493150684931506
MCUCXR_0017_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0017_0.png,0,rotation,0,0,0,0.0007747196941636503,0.006784030701965094,0.006009311007801443,0.006009311007801443,0.7352736801853841,0.5646573424263382,0.2115431055300652
MCUCXR_0350_1,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0350_1.png,1,brightness_plus,1,1,0,0.9994354844093323,0.9989486336708069,-0.0004868507385253906,0.0004868507385253906,0.8580505488233313,0.6615352951811226,0.39944211994421197
MCUCXR_0350_1,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0350_1.png,1,brightness_minus,1,1,0,0.9994354844093323,0.9996848106384277,0.000249326229095459,0.000249326229095459,0.8908971873962607,0.7371878753777534,0.4518882940240197
MCUCXR_0350_1,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0350_1.png,1,contrast_plus,1,1,0,0.9994354844093323,0.9990416169166565,-0.00039386749267578125,0.00039386749267578125,0.9029705469537503,0.7583978379903403,0.47710878845870747
MCUCXR_0350_1,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0350_1.png,1,contrast_minus,1,1,0,0.9994354844093323,0.9995313882827759,9.590387344360352e-05,9.590387344360352e-05,0.9073399819367428,0.7894635772010801,0.4938216465684085
MCUCXR_0350_1,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0350_1.png,1,gaussian_noise,1,1,0,0.9994354844093323,0.9968128800392151,-0.0026226043701171875,0.0026226043701171875,0.7134825469785503,0.5897702775874215,0.22216808769792937
MCUCXR_0350_1,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0350_1.png,1,rotation,1,1,0,0.9994354844093323,0.9999139308929443,0.00047844648361206055,0.00047844648361206055,0.7045872269613939,0.59371211906598,0.24800995024875622
CHNCXR_0158_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0158_0.png,0,brightness_plus,0,0,0,0.04898906499147415,0.02931550331413746,-0.019673561677336693,0.019673561677336693,0.8123164805589732,0.5990930802134493,0.3073615635179153
CHNCXR_0158_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0158_0.png,0,brightness_minus,0,0,0,0.04898906499147415,0.05327948182821274,0.004290416836738586,0.004290416836738586,0.8005128084519991,0.5410700731118128,0.2847631241997439
CHNCXR_0158_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0158_0.png,0,contrast_plus,0,0,0,0.04898906499147415,0.044955283403396606,-0.004033781588077545,0.004033781588077545,0.8626561753311963,0.666319167252214,0.3798129812981298
CHNCXR_0158_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0158_0.png,0,contrast_minus,0,0,0,0.04898906499147415,0.036313336342573166,-0.012675728648900986,0.012675728648900986,0.8579464837143198,0.6725995230592976,0.3822840611654498
CHNCXR_0158_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0158_0.png,0,gaussian_noise,0,0,0,0.04898906499147415,0.09672269970178604,0.04773363471031189,0.04773363471031189,0.7089490196594648,0.4732619985169259,0.1863324663040908
CHNCXR_0158_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0158_0.png,0,rotation,0,0,0,0.04898906499147415,0.030432838946580887,-0.018556226044893265,0.018556226044893265,0.7144843713942465,0.5051905292094674,0.19780350960964546
CHNCXR_0188_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0188_0.png,0,brightness_plus,0,0,0,0.00039689609548076987,0.0004672541399486363,7.035804446786642e-05,7.035804446786642e-05,0.8103968288639755,0.5544997754907945,0.3000777403472402
CHNCXR_0188_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0188_0.png,0,brightness_minus,0,0,0,0.00039689609548076987,0.0006018070271238685,0.0002049109316430986,0.0002049109316430986,0.8022325759979416,0.5385806769935484,0.3046417891041477
CHNCXR_0188_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0188_0.png,0,contrast_plus,0,0,0,0.00039689609548076987,0.00034134124871343374,-5.555484676733613e-05,5.555484676733613e-05,0.8763933051914191,0.6838040187048425,0.4049285914309717
CHNCXR_0188_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0188_0.png,0,contrast_minus,0,0,0,0.00039689609548076987,0.0002743345976341516,-0.0001225614978466183,0.0001225614978466183,0.8817204535229247,0.6830207760096051,0.4152327221438646
CHNCXR_0188_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0188_0.png,0,gaussian_noise,0,0,0,0.00039689609548076987,0.011934259906411171,0.011537363810930401,0.011537363810930401,0.7385592101866095,0.5079996152525409,0.23739055370575904
CHNCXR_0188_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0188_0.png,0,rotation,0,0,0,0.00039689609548076987,0.0015437831170856953,0.0011468870216049254,0.0011468870216049254,0.7005491485523064,0.48979601971573633,0.1955200762540212
CHNCXR_0206_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0206_0.png,0,brightness_plus,0,0,0,0.014342556707561016,0.01632564328610897,0.0019830865785479546,0.0019830865785479546,0.8796199057384149,0.7219732813919131,0.4845391330078414
CHNCXR_0206_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0206_0.png,0,brightness_minus,0,0,0,0.014342556707561016,0.014020677655935287,-0.0003218790516257286,0.0003218790516257286,0.8359292170402036,0.6473380332500726,0.40453527435610304
CHNCXR_0206_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0206_0.png,0,contrast_plus,0,0,0,0.014342556707561016,0.012480557896196842,-0.0018619988113641739,0.0018619988113641739,0.8914246121074372,0.7640238658750339,0.4980591221260078
CHNCXR_0206_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0206_0.png,0,contrast_minus,0,0,0,0.014342556707561016,0.012235337868332863,-0.0021072188392281532,0.0021072188392281532,0.8907302180898555,0.7595205252246163,0.5023207066926186
CHNCXR_0206_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0206_0.png,0,gaussian_noise,0,0,0,0.014342556707561016,0.21835486590862274,0.20401230920106173,0.20401230920106173,0.7423327791712871,0.6295206186990081,0.3058302967204581
CHNCXR_0206_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0206_0.png,0,rotation,0,0,0,0.014342556707561016,0.022082287818193436,0.00773973111063242,0.00773973111063242,0.7560162973365504,0.6195793233960109,0.33858057630736393
CHNCXR_0258_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0258_0.png,0,brightness_plus,0,0,0,0.0003925152122974396,0.00023436520132236183,-0.00015815001097507775,0.00015815001097507775,0.8220579169762188,0.6211332110556286,0.3357294994675186
CHNCXR_0258_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0258_0.png,0,brightness_minus,0,0,0,0.0003925152122974396,0.0009598241886124015,0.0005673089763149619,0.0005673089763149619,0.7938396542803132,0.560431368834941,0.3138667015843918
CHNCXR_0258_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0258_0.png,0,contrast_plus,0,0,0,0.0003925152122974396,0.00046066584764048457,6.8150635343045e-05,6.8150635343045e-05,0.8763350772795802,0.7005290292100149,0.42024062278839347
CHNCXR_0258_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0258_0.png,0,contrast_minus,0,0,0,0.0003925152122974396,0.0002779954229481518,-0.00011451978934928775,0.00011451978934928775,0.8766364500637851,0.7217038460303539,0.43138373751783166
CHNCXR_0258_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0258_0.png,0,gaussian_noise,0,0,0,0.0003925152122974396,0.012774285860359669,0.01238177064806223,0.01238177064806223,0.7058087258349757,0.5268292239572915,0.21845780206435944
CHNCXR_0258_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0258_0.png,0,rotation,0,0,0,0.0003925152122974396,0.0009160832851193845,0.000523568072821945,0.000523568072821945,0.7242546502527738,0.5719840772767428,0.2578663658016798
CHNCXR_0034_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0034_0.png,0,brightness_plus,1,1,0,0.5211613774299622,0.5718329548835754,0.05067157745361328,0.05067157745361328,0.8243829043709042,0.6492841100719909,0.34341946713080734
CHNCXR_0034_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0034_0.png,0,brightness_minus,1,1,0,0.5211613774299622,0.5587010979652405,0.03753972053527832,0.03753972053527832,0.8100379166271421,0.6198550554077065,0.3065104166666667
CHNCXR_0034_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0034_0.png,0,contrast_plus,1,1,0,0.5211613774299622,0.6424984335899353,0.12133705615997314,0.12133705615997314,0.857153984193039,0.6893983028011081,0.38380912977520343
CHNCXR_0034_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0034_0.png,0,contrast_minus,1,0,1,0.5211613774299622,0.43805792927742004,-0.08310344815254211,0.08310344815254211,0.8527068111713711,0.7013816974856668,0.3882125069175429
CHNCXR_0034_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0034_0.png,0,gaussian_noise,1,1,0,0.5211613774299622,0.862194299697876,0.3410329222679138,0.3410329222679138,0.7090780593858871,0.5579094998444266,0.19666070363744784
CHNCXR_0034_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0034_0.png,0,rotation,1,1,0,0.5211613774299622,0.8160456418991089,0.29488426446914673,0.29488426446914673,0.7362691658891922,0.5498148877431087,0.2301091087409587
CHNCXR_0618_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0618_1.png,1,brightness_plus,1,1,0,0.9751522541046143,0.974351704120636,-0.0008005499839782715,0.0008005499839782715,0.8417357408469427,0.591237585550329,0.39885682420186813
CHNCXR_0618_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0618_1.png,1,brightness_minus,1,1,0,0.9751522541046143,0.9782111048698425,0.0030588507652282715,0.0030588507652282715,0.8498284307147381,0.5452776184149953,0.41943697835620314
CHNCXR_0618_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0618_1.png,1,contrast_plus,1,1,0,0.9751522541046143,0.9738951921463013,-0.0012570619583129883,0.0012570619583129883,0.9033432340283124,0.699256300291668,0.512739333634856
CHNCXR_0618_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0618_1.png,1,contrast_minus,1,1,0,0.9751522541046143,0.9761309623718262,0.000978708267211914,0.000978708267211914,0.8934855312118151,0.6836502474482985,0.4982828131999403
CHNCXR_0618_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0618_1.png,1,gaussian_noise,1,1,0,0.9751522541046143,0.9959033131599426,0.02075105905532837,0.02075105905532837,0.7241281411118536,0.5191411170031135,0.27464430894308944
CHNCXR_0618_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0618_1.png,1,rotation,1,1,0,0.9751522541046143,0.9826966524124146,0.007544398307800293,0.007544398307800293,0.6816115899785893,0.47362577228295355,0.24692431962221947
MCUCXR_0057_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0057_0.png,0,brightness_plus,0,0,0,0.009672006592154503,0.007041532080620527,-0.0026304745115339756,0.0026304745115339756,0.8484692511497778,0.7142112833965576,0.35101656119563757
MCUCXR_0057_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0057_0.png,0,brightness_minus,0,0,0,0.009672006592154503,0.00785917416214943,-0.0018128324300050735,0.0018128324300050735,0.8467516694051443,0.7202185039408724,0.3522911051212938
MCUCXR_0057_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0057_0.png,0,contrast_plus,0,0,0,0.009672006592154503,0.010283767245709896,0.0006117606535553932,0.0006117606535553932,0.868275550192167,0.7512883614258887,0.37753981328940145
MCUCXR_0057_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0057_0.png,0,contrast_minus,0,0,0,0.009672006592154503,0.009138223715126514,-0.0005337828770279884,0.0005337828770279884,0.8634948994928053,0.7563252354574381,0.37170198222829803
MCUCXR_0057_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0057_0.png,0,gaussian_noise,0,0,0,0.009672006592154503,0.005404897965490818,-0.004267108626663685,0.004267108626663685,0.7406700792505911,0.6231572213411075,0.2290543851053405
MCUCXR_0057_0,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0057_0.png,0,rotation,0,0,0,0.009672006592154503,0.01352586131542921,0.003853854723274708,0.003853854723274708,0.7460413749154144,0.6051049635958691,0.24060336300692384
CHNCXR_0613_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0613_1.png,1,brightness_plus,0,0,0,0.1095995381474495,0.04602288827300072,-0.06357664987444878,0.06357664987444878,0.7982330346296704,0.5498748470054061,0.34449953101969716
CHNCXR_0613_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0613_1.png,1,brightness_minus,0,0,0,0.1095995381474495,0.1404189020395279,0.0308193638920784,0.0308193638920784,0.7973296086990592,0.5187353389331568,0.30515088449531735
CHNCXR_0613_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0613_1.png,1,contrast_plus,0,0,0,0.1095995381474495,0.16004471480846405,0.05044517666101456,0.05044517666101456,0.8576413788629181,0.6420249254594403,0.4110532977077767
CHNCXR_0613_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0613_1.png,1,contrast_minus,0,0,0,0.1095995381474495,0.06575904786586761,-0.04384049028158188,0.04384049028158188,0.8511801256696924,0.6436176783344059,0.4015924011733482
CHNCXR_0613_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0613_1.png,1,gaussian_noise,0,1,1,0.1095995381474495,0.816055178642273,0.7064556404948235,0.7064556404948235,0.7404540230303461,0.5472253814512588,0.21066602316602318
CHNCXR_0613_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0613_1.png,1,rotation,0,0,0,0.1095995381474495,0.1427646428346634,0.0331651046872139,0.0331651046872139,0.7219113988437829,0.47752196917495066,0.19666070363744784
CHNCXR_0456_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0456_1.png,1,brightness_plus,0,0,0,0.20200930535793304,0.0857236459851265,-0.11628565937280655,0.11628565937280655,0.8629190318592898,0.6738895583554323,0.4479076479076479
CHNCXR_0456_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0456_1.png,1,brightness_minus,0,0,0,0.20200930535793304,0.4103499948978424,0.20834068953990936,0.20834068953990936,0.7666473923428062,0.587033444650213,0.3328905419766206
CHNCXR_0456_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0456_1.png,1,contrast_plus,0,0,0,0.20200930535793304,0.2918386459350586,0.08982934057712555,0.08982934057712555,0.8993890195515297,0.7355710304267554,0.5157099697885197
CHNCXR_0456_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0456_1.png,1,contrast_minus,0,0,0,0.20200930535793304,0.13123206794261932,-0.07077723741531372,0.07077723741531372,0.8837588167347364,0.7293817841451987,0.48103321033210333
CHNCXR_0456_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0456_1.png,1,gaussian_noise,0,1,1,0.20200930535793304,0.51923668384552,0.317227378487587,0.317227378487587,0.6961741032034544,0.5017930037012232,0.2432164539710073
CHNCXR_0456_1,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0456_1.png,1,rotation,0,1,1,0.20200930535793304,0.6716437935829163,0.4696344882249832,0.4696344882249832,0.7119435124818397,0.5473079423498581,0.2616622658116434
CHNCXR_0110_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0110_0.png,0,brightness_plus,0,0,0,0.2341046929359436,0.17889870703220367,-0.05520598590373993,0.05520598590373993,0.8416352135982852,0.6383931501290913,0.3700163844893501
CHNCXR_0110_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0110_0.png,0,brightness_minus,0,0,0,0.2341046929359436,0.25178828835487366,0.017683595418930054,0.017683595418930054,0.8028397439872516,0.5651992016966848,0.31956864807995794
CHNCXR_0110_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0110_0.png,0,contrast_plus,0,0,0,0.2341046929359436,0.308125376701355,0.07402068376541138,0.07402068376541138,0.8765042489210908,0.6921226550168302,0.42124645892351276
CHNCXR_0110_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0110_0.png,0,contrast_minus,0,0,0,0.2341046929359436,0.17300669848918915,-0.061097994446754456,0.061097994446754456,0.8829910286189651,0.7022028445962316,0.4441565918249856
CHNCXR_0110_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0110_0.png,0,gaussian_noise,0,1,1,0.2341046929359436,0.5578632354736328,0.3237585425376892,0.3237585425376892,0.7228330398378995,0.5548952654836937,0.21110440555220278
CHNCXR_0110_0,/user/HS401/mn01409/Documents/Dissertation/data/Shenzhen/images/CHNCXR_0110_0.png,0,rotation,0,0,0,0.2341046929359436,0.4821368455886841,0.24803215265274048,0.24803215265274048,0.7236816845592671,0.5682222814453294,0.23968371633308624
MCUCXR_0390_1,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0390_1.png,1,brightness_plus,1,1,0,0.9989389777183533,0.9986490607261658,-0.0002899169921875,0.0002899169921875,0.8541691233607703,0.6952283690680842,0.3980771910268915
MCUCXR_0390_1,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0390_1.png,1,brightness_minus,1,1,0,0.9989389777183533,0.9993000030517578,0.000361025333404541,0.000361025333404541,0.8711290450252328,0.7456096435110777,0.42104517773686445
MCUCXR_0390_1,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0390_1.png,1,contrast_plus,1,1,0,0.9989389777183533,0.9988333582878113,-0.00010561943054199219,0.00010561943054199219,0.8806442503828482,0.7640808682569863,0.445821325648415
MCUCXR_0390_1,/user/HS401/mn01409/Documents/Dissertation/data/Montgomery/images/MCUCXR_0390_1.png,1,contrast_minus,1,1,0,0.9989389777183533,0.9989801049232483,4.112720489501953e-05,4.112720489501953e-05,0.8898545254454271,0.7852528941030305,0.4669590643274854
